      Source    Campaign     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_frbrd Min_frbrd Max_frbrd  SD_frbrd Avg_thkns Min_thkns Max_thkns  SD_thkns
   ICESAT1-G          3e  11011271   2006   67.9   54.0   80.0      3   81.79 -168.76   81.51   82.04 -170.43 -166.82    441      2597   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.47      0.16      1.58      0.00     11.82      1.09
   ICESAT1-G          3e  11011272   2006   69.2   54.0   81.0      3   81.84 -171.25   81.59   82.10 -173.58 -170.06    275      1621   -999.00   -999.00   -999.00   -999.00      0.34      0.00      1.58      0.17      1.69      0.00     12.84      1.18
   ICESAT1-G          3e  11011273   2006   72.5   57.0   82.0      3   81.91 -175.33   81.66   82.15 -176.79 -173.59    255      1505   -999.00   -999.00   -999.00   -999.00      0.36      0.00      1.22      0.17      1.82      0.00      9.53      1.21
   ICESAT1-G          3e  11011274   2006   70.7   57.0   84.0      3   81.92 -178.44   81.69   82.16 -180.00 -176.71    396      2332   -999.00   -999.00   -999.00   -999.00      0.36      0.00      1.33      0.17      1.84      0.00     10.56      1.19
   ICESAT1-G          3e  11011275   2006   69.1   58.0   85.0      3   81.95  178.53   81.70   82.16  176.71  180.00    300      1769   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.36      0.14      1.54      0.00     10.91      0.96
   ICESAT1-G          3e  11011276   2006   72.6   59.0   86.0      3   81.92  175.17   81.66   82.15  173.32  176.76    381      2246   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.99      0.11      1.05      0.00      7.32      0.65
   ICESAT1-G          3e  11011277   2006   73.2   54.0   86.0      3   81.86  171.82   81.60   82.11  170.07  173.64    378      2226   -999.00   -999.00   -999.00   -999.00      0.21      0.00      1.11      0.12      0.98      0.00      8.46      0.72
   ICESAT1-G          3e  11011278   2006   71.2   61.0   86.0      3   81.78  168.73   81.51   82.03  166.80  170.43    361      2127   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.90      0.12      1.02      0.00      6.57      0.69
   ICESAT1-G          3e  11011279   2006   69.6   56.0   81.0      3   81.69  165.72   81.41   81.95  163.88  167.34    331      1950   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.88      0.12      1.04      0.00      6.47      0.67
   ICESAT1-G          3e  11011280   2006   68.0   55.0   82.0      3   81.55  162.56   81.27   81.83  161.01  164.36    389      2292   -999.00   -999.00   -999.00   -999.00      0.23      0.00      1.04      0.12      1.12      0.00      7.85      0.71
   ICESAT1-G          3e  11011281   2006   68.6   55.0   83.0      3   81.42  159.65   81.14   81.68  157.86  161.52    343      2021   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.96      0.11      1.15      0.00      7.12      0.67
   ICESAT1-G          3e  11011282   2006   69.4   56.0   84.0      3   81.23  156.82   80.94   81.51  154.92  158.68    438      2577   -999.00   -999.00   -999.00   -999.00      0.23      0.00      1.00      0.11      1.13      0.00      7.51      0.61
   ICESAT1-G          3e  11011283   2006   72.0   57.0   86.0      3   81.03  154.08   80.74   81.32  152.17  155.84    395      2328   -999.00   -999.00   -999.00   -999.00      0.22      0.00      1.04      0.11      1.08      0.00      7.98      0.67
   ICESAT1-G          3e  11011284   2006   66.8   54.0   83.0      3   80.85  151.23   80.57   81.11  149.68  153.26    272      1604   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.98      0.11      1.16      0.00      7.38      0.63
   ICESAT1-G          3e  11011285   2006   70.3   55.0   83.0      3   80.61  149.07   80.32   80.90  147.44  150.61    356      2099   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.99      0.12      1.23      0.00      7.48      0.69
   ICESAT1-G          3e  11011286   2006   71.2   59.0   84.0      3   80.38  146.78   80.07   80.67  144.82  148.44    334      1967   -999.00   -999.00   -999.00   -999.00      0.26      0.00      1.28      0.13      1.35      0.00     10.22      0.81
   ICESAT1-G          3e  11011287   2006   71.4   57.0   84.0      3   80.08  144.55   79.79   80.39  142.63  146.18    296      1747   -999.00   -999.00   -999.00   -999.00      0.28      0.00      1.20      0.13      1.46      0.00      9.52      0.88
   ICESAT1-G          3e  11011288   2006   71.2   57.0   85.0      3   79.84  142.32   79.56   80.14  140.56  144.14    299      1761   -999.00   -999.00   -999.00   -999.00      0.25      0.00      1.24      0.13      1.33      0.00      9.88      0.83
   ICESAT1-G          3e  11011289   2006   73.1   58.0   85.0      3   79.54  140.46   79.24   79.85  138.74  141.93    269      1584   -999.00   -999.00   -999.00   -999.00      0.27      0.00      0.95      0.13      1.45      0.00      7.18      0.82
   ICESAT1-G          3e  11011290   2006   72.9   59.0   86.0      3   79.24  138.48   78.93   79.53  136.94  139.97    317      1866   -999.00   -999.00   -999.00   -999.00      0.27      0.00      1.08      0.13      1.45      0.00      8.45      0.86
   ICESAT1-G          3e  11011291   2006   73.5   60.0   86.0      3   78.94  136.67   78.62   79.23  135.10  138.17    333      1961   -999.00   -999.00   -999.00   -999.00      0.28      0.00      1.30      0.14      1.52      0.00     10.59      0.93
   ICESAT1-G          3e  11011292   2006   74.8   61.0   86.0      3   78.60  135.02   78.30   78.89  133.59  136.61    315      1854   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.39      0.16      1.61      0.00     11.42      1.15
   ICESAT1-G          3e  11011293   2006   69.5   62.0   78.0      3   78.29  133.44   78.01   78.58  132.43  134.48    267      1571   -999.00   -999.00   -999.00   -999.00      0.30      0.00      1.31      0.16      1.72      0.00     10.63      1.19
   ICESAT1-G          3e  11011294   2006   70.4   54.0   79.0      3   77.93  131.85   77.70   78.20  130.41  133.33    207      1223   -999.00   -999.00   -999.00   -999.00      0.33      0.00      1.15      0.16      1.89      0.00      9.23      1.22
   ICESAT1-G          3e  11011295   2006   65.5   54.0   80.0      3   77.60  130.44   77.30   77.91  129.23  131.81    294      1730   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.55      0.16      1.66      0.00     12.97      1.18
   ICESAT1-G          3e  11011296   2006   69.0   54.0   80.0      3   77.24  129.12   76.97   77.53  127.82  130.29    220      1297   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.12      0.14      1.67      0.00      8.96      1.00
   ICESAT1-G          3e  11011297   2006   68.7   55.0   81.0      3   76.93  127.89   76.63   77.19  126.55  129.16    224      1322   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.04      0.16      1.85      0.00      8.16      1.22
   ICESAT1-G          3e  11011298   2006   64.1   55.0   82.0      3   76.55  126.51   76.28   76.84  125.45  127.67    242      1424   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.15      0.15      1.71      0.00      9.24      1.10
   ICESAT1-G          3e  11011299   2006   69.4   55.0   82.0      3   76.18  125.64   75.89   76.46  124.36  126.55    243      1435   -999.00   -999.00   -999.00   -999.00      0.30      0.00      1.59      0.15      1.76      0.00     13.32      1.12
   ICESAT1-G          3e  11011300   2006   65.5   55.0   83.0      3   75.80  124.41   75.50   76.10  123.46  125.62    212      1250   -999.00   -999.00   -999.00   -999.00      0.30      0.00      1.09      0.15      1.75      0.00      8.76      1.05
   ICESAT1-G          3e  11011301   2006   72.0   58.0   83.0      3   75.44  123.40   75.21   75.66  122.38  124.51    130       766   -999.00   -999.00   -999.00   -999.00      0.30      0.02      1.28      0.16      1.85      0.09     10.55      1.20
   ICESAT1-G          3e  11011302   2006   67.9   59.0   84.0      3   75.02  122.42   74.76   75.32  121.48  123.06    156       921   -999.00   -999.00   -999.00   -999.00      0.22      0.03      0.98      0.09      1.26      0.15      7.66      0.67
   ICESAT1-G          3e  11011303   2006   73.3   59.0   84.0      3   74.65  121.71   74.41   74.90  120.94  122.55    166       980   -999.00   -999.00   -999.00   -999.00      0.24      0.00      1.37      0.18      1.51      0.00     11.41      1.28
   ICESAT1-G          3e  11011304   2006   69.2   60.0   81.0      3   74.24  120.69   73.96   74.43  119.77  121.58    119       700   -999.00   -999.00   -999.00   -999.00      0.26      0.00      1.24      0.19      1.63      0.00     10.17      1.37
   ICESAT1-G          3e  11011305   2006   76.8   60.0   85.0      3   73.90  119.80   73.57   74.17  118.99  120.91    148       872   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.69      0.14      1.34      0.00      5.33      0.88
   ICESAT1-G          3e  11011306   2006   70.1   56.0   84.0      3   74.51 -119.12   74.27   74.74 -119.99 -118.33    225      1327   -999.00   -999.00   -999.00   -999.00      0.40      0.00      1.46      0.20      2.05      0.00     11.64      1.51
   ICESAT1-G          3e  11011307   2006   69.7   57.0   84.0      3   74.89 -120.12   74.64   75.15 -121.17 -119.19    165       974   -999.00   -999.00   -999.00   -999.00      0.38      0.00      1.41      0.18      1.87      0.00     11.09      1.32
   ICESAT1-G          3e  11011308   2006   71.2   57.0   84.0      3   75.26 -120.80   74.97   75.53 -121.82 -120.04    191      1125   -999.00   -999.00   -999.00   -999.00      0.36      0.00      2.14      0.18      1.73      0.00     18.04      1.28
   ICESAT1-G          3e  11011309   2006   66.6   59.0   85.0      3   76.42 -124.18   76.12   76.71 -125.25 -123.53    174      1029   -999.00   -999.00   -999.00   -999.00      0.69      0.00      1.91      0.35      4.63      0.00     15.79      2.93
   ICESAT1-G          3e  11011310   2006   74.7   60.0   85.0      3   76.79 -124.99   76.50   77.10 -125.87 -124.14    202      1190   -999.00   -999.00   -999.00   -999.00      0.64      0.00      2.01      0.32      4.13      0.00     16.78      2.64
   ICESAT1-G          3e  11011311   2006   71.6   60.0   85.0      3   77.20 -126.38   76.89   77.48 -127.26 -125.45    256      1511   -999.00   -999.00   -999.00   -999.00      0.60      0.00      2.29      0.27      3.67      0.00     19.41      2.26
   ICESAT1-G          3e  11011312   2006   75.8   60.0   85.0      3   77.55 -127.43   77.30   77.85 -128.57 -126.08    226      1331   -999.00   -999.00   -999.00   -999.00      0.64      0.00      1.90      0.27      3.96      0.00     15.72      2.40
   ICESAT1-G          3e  11011313   2006   74.9   61.0   86.0      3   77.91 -128.91   77.65   78.20 -129.97 -127.33    247      1453   -999.00   -999.00   -999.00   -999.00      0.61      0.00      1.96      0.25      3.75      0.00     16.35      2.21
   ICESAT1-G          3e  11011314   2006   68.5   53.0   86.0      3   78.24 -130.27   77.94   78.55 -131.80 -128.75    326      1919   -999.00   -999.00   -999.00   -999.00      0.55      0.00      1.84      0.23      3.19      0.00     15.16      1.96
   ICESAT1-G          3e  11011315   2006   69.5   53.0   86.0      3   78.60 -131.69   78.28   78.90 -133.27 -130.21    362      2133   -999.00   -999.00   -999.00   -999.00      0.53      0.00      1.67      0.22      3.00      0.00     13.57      1.79
   ICESAT1-G          3e  11011316   2006   68.8   53.0   86.0      3   78.94 -133.21   78.63   79.25 -134.78 -131.71    388      2286   -999.00   -999.00   -999.00   -999.00      0.53      0.00      1.71      0.21      3.00      0.00     13.98      1.79
   ICESAT1-G          3e  11011317   2006   67.5   54.0   81.0      3   79.28 -135.09   78.98   79.58 -136.72 -133.53    292      1721   -999.00   -999.00   -999.00   -999.00      0.48      0.00      1.77      0.20      2.65      0.00     14.58      1.67
   ICESAT1-G          3e  11011318   2006   67.2   54.0   82.0      3   79.58 -136.87   79.26   79.89 -138.34 -135.24    326      1918   -999.00   -999.00   -999.00   -999.00      0.50      0.00      1.67      0.20      2.74      0.00     13.62      1.69
   ICESAT1-G          3e  11011319   2006   70.1   54.0   83.0      3   79.88 -138.57   79.59   80.18 -140.27 -136.90    319      1877   -999.00   -999.00   -999.00   -999.00      0.51      0.00      1.60      0.20      2.86      0.00     13.00      1.63
   ICESAT1-G          3e  11011320   2006   68.9   56.0   84.0      3   80.17 -140.75   79.87   80.46 -142.42 -138.98    286      1687   -999.00   -999.00   -999.00   -999.00      0.48      0.00      1.26      0.20      2.62      0.00      9.76      1.64
   ICESAT1-G          3e  11011321   2006   70.2   56.0   85.0      3   80.49 -142.92   80.15   80.79 -144.60 -141.24    327      1924   -999.00   -999.00   -999.00   -999.00      0.46      0.00      1.21      0.19      2.48      0.00      9.28      1.52
   ICESAT1-G          3e  11011322   2006   72.5   57.0   86.0      3   80.76 -145.20   80.45   81.03 -146.81 -143.36    357      2101   -999.00   -999.00   -999.00   -999.00      0.40      0.00      1.42      0.18      2.05      0.00     11.27      1.35
   ICESAT1-G          3e  11011323   2006   66.7   54.0   86.0      3   81.01 -147.63   80.71   81.30 -149.44 -145.51    330      1944   -999.00   -999.00   -999.00   -999.00      0.39      0.00      1.18      0.16      1.98      0.00      9.05      1.18
   ICESAT1-G          3e  11011324   2006   66.6   55.0   82.0      3   81.22 -149.97   80.93   81.53 -151.52 -148.15    341      2007   -999.00   -999.00   -999.00   -999.00      0.39      0.00      1.28      0.17      1.98      0.00      9.92      1.25
   ICESAT1-G          3e  11011325   2006   70.1   56.0   83.0      3   81.45 -152.67   81.15   81.71 -154.54 -150.69    278      1637   -999.00   -999.00   -999.00   -999.00      0.38      0.00      1.45      0.16      1.91      0.00     11.60      1.17
   ICESAT1-G          3e  11011326   2006   73.1   57.0   83.0      3   81.65 -155.67   81.37   81.95 -157.14 -153.92    280      1648   -999.00   -999.00   -999.00   -999.00      0.39      0.00      1.15      0.16      1.96      0.00      8.77      1.20
   ICESAT1-G          3e  11011327   2006   71.1   58.0   84.0      3   81.81 -158.44   81.55   82.09 -160.36 -156.46    354      2083   -999.00   -999.00   -999.00   -999.00      0.38      0.00      1.30      0.17      1.95      0.00     10.22      1.29
